Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Healthcare Representative,Married,47390
42,0,Travel_Frequently,Research & Development,Medical,Male,1,Manufacturing Director,Divorced,92080
23,1,Travel_Rarely,Sales,Medical,Female,4,Manufacturing Director,Married,45590
24,0,Non-Travel,Sales,Marketing,Female,1,Manufacturing Director,Divorced,81890
52,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manufacturing Director,Married,29420
50,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,49410
29,1,Travel_Rarely,Sales,Marketing,Female,4,Research Scientist,Married,106500
33,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Manufacturing Director,Married,59020
33,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Human Resources,Single,86390
47,0,Travel_Rarely,Research & Development,Other,Male,2,Manager,Married,63470
36,0,Travel_Rarely,Sales,Medical,Female,2,Sales Executive,Married,42000
29,0,Travel_Rarely,Research & Development,Other,Male,1,Research Scientist,Married,34520
58,1,Travel_Rarely,Research & Development,Other,Female,2,Research Scientist,Single,43170
35,0,Travel_Rarely,Sales,Marketing,Female,1,Research Scientist,Single,26320
42,0,Travel_Rarely,Sales,Marketing,Male,2,Laboratory Technician,Married,46680
28,1,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Single,32040
36,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Healthcare Representative,Married,27200
32,0,Travel_Rarely,Research & Development,Medical,Male,2,Manufacturing Director,Married,171810
40,0,Travel_Frequently,Sales,Marketing,Male,3,Manufacturing Director,Single,22380
30,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Research Director,Single,14830
45,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Director,Single,56050
42,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Representative,Married,72950
38,0,Travel_Frequently,Sales,Medical,Male,2,Research Scientist,Divorced,23060
34,0,Travel_Frequently,Research & Development,Life Sciences,Male,3,Laboratory Technician,Single,23480
49,1,Travel_Rarely,Sales,Life Sciences,Female,2,Healthcare Representative,Married,89980
55,1,Travel_Rarely,Human Resources,Technical Degree,Male,4,Manufacturing Director,Single,43190
43,0,Travel_Rarely,Research & Development,Medical,Male,2,Healthcare Representative,Married,61320
27,0,Travel_Rarely,Sales,Medical,Male,2,Manager,Divorced,33460
35,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Director,Single,108550
28,0,Travel_Rarely,Sales,Technical Degree,Female,1,Sales Executive,Married,22310
34,0,Travel_Rarely,Sales,Life Sciences,Male,4,Research Scientist,Married,23230
26,1,Travel_Frequently,Research & Development,Other,Female,1,Sales Executive,Married,20240
27,0,Non-Travel,Sales,Technical Degree,Female,1,Sales Executive,Married,27130
51,0,Travel_Rarely,Sales,Medical,Male,3,Research Scientist,Married,94390
44,0,Travel_Rarely,Sales,Medical,Female,1,Sales Executive,Single,25660
25,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Single,199260
33,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Laboratory Technician,Divorced,24510
35,0,Travel_Rarely,Sales,Medical,Female,2,Manager,Single,94190
36,0,Travel_Rarely,Sales,Marketing,Male,3,Manager,Married,86860
32,0,Travel_Rarely,Research & Development,Medical,Female,4,Sales Executive,Divorced,30380
30,0,Travel_Frequently,Research & Development,Medical,Male,5,Sales Representative,Divorced,30580
53,0,Travel_Rarely,Sales,Marketing,Male,4,Sales Executive,Married,23250
45,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Healthcare Representative,Divorced,20880
32,0,Travel_Rarely,Sales,Marketing,Female,1,Human Resources,Married,30720
52,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,50060
37,0,Travel_Rarely,Sales,Life Sciences,Female,4,Laboratory Technician,Divorced,42570
28,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Healthcare Representative,Divorced,25000
22,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Representative,Married,11020
44,0,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Married,104530
42,0,Travel_Frequently,Sales,Life Sciences,Female,2,Laboratory Technician,Single,22880
36,0,Travel_Rarely,Research & Development,Other,Male,2,Research Scientist,Married,39290
25,0,Travel_Rarely,Sales,Life Sciences,Female,1,Laboratory Technician,Married,23110
35,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Healthcare Representative,Married,31400
35,1,Travel_Frequently,Sales,Marketing,Female,1,Laboratory Technician,Divorced,36900
32,0,Non-Travel,Research & Development,Life Sciences,Male,1,Sales Executive,Divorced,44500
25,0,Travel_Rarely,Sales,Marketing,Female,4,Research Scientist,Married,27560
49,0,Travel_Rarely,Sales,Technical Degree,Female,2,Sales Representative,Married,190330
24,0,Non-Travel,Research & Development,Technical Degree,Male,2,Healthcare Representative,Married,187220
32,0,Travel_Frequently,Research & Development,Medical,Male,1,Research Scientist,Married,95470
38,0,Travel_Rarely,Sales,Medical,Male,1,Sales Executive,Married,137340
42,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Research Scientist,Married,199990
31,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Married,22790
29,1,Travel_Rarely,Sales,Marketing,Male,3,Laboratory Technician,Divorced,59160
53,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Representative,Married,20890
35,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Healthcare Representative,Married,167920
37,0,Travel_Frequently,Research & Development,Life Sciences,Female,3,Human Resources,Married,35640
53,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Single,44250
43,0,Travel_Frequently,Research & Development,Medical,Male,1,Laboratory Technician,Married,52650
47,0,Travel_Rarely,Sales,Marketing,Female,3,Research Director,Married,65530
37,0,Non-Travel,Research & Development,Medical,Female,2,Research Scientist,Single,62610
50,0,Non-Travel,Research & Development,Medical,Female,1,Laboratory Technician,Divorced,42980
39,0,Travel_Rarely,Research & Development,Other,Female,3,Human Resources,Married,68040
33,0,Travel_Rarely,Sales,Life Sciences,Male,2,Manufacturing Director,Divorced,38150
32,1,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Single,27410
29,0,Travel_Rarely,Research & Development,Life Sciences,Female,4,Healthcare Representative,Divorced,66730
44,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manufacturing Director,Married,76390
28,0,Travel_Rarely,Sales,Life Sciences,Female,1,Research Scientist,Single,23280
58,1,Travel_Frequently,Sales,Technical Degree,Male,1,Sales Executive,Divorced,21530
43,0,Travel_Rarely,Sales,Marketing,Male,2,Sales Executive,Divorced,48760
20,1,Travel_Rarely,Research & Development,Medical,Male,2,Sales Executive,Single,93960
21,1,Travel_Rarely,Research & Development,Medical,Male,2,Sales Executive,Single,104000
36,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Married,84740
47,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manufacturing Director,Single,99810
22,1,Travel_Rarely,Research & Development,Life Sciences,Female,1,Laboratory Technician,Married,124900
41,1,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Executive,Divorced,26570
28,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Manager,Divorced,135910
39,1,Travel_Rarely,Research & Development,Life Sciences,Female,4,Human Resources,Married,66960
27,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Single,20580
34,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Human Resources,Divorced,88650
42,0,Travel_Rarely,Sales,Technical Degree,Male,2,Human Resources,Single,59400
33,0,Travel_Rarely,Sales,Marketing,Female,1,Sales Executive,Single,59140
58,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Scientist,Divorced,26220
31,0,Travel_Rarely,Sales,Life Sciences,Female,1,Sales Representative,Married,121850
35,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Healthcare Representative,Married,106090
49,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Executive,Married,43450
48,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Married,21770
31,0,Non-Travel,Research & Development,Technical Degree,Female,2,Sales Executive,Married,27930
36,0,Travel_Rarely,Human Resources,Technical Degree,Male,1,Sales Executive,Single,79180
38,0,Travel_Rarely,Sales,Other,Male,2,Sales Executive,Married,87890
32,0,Non-Travel,Sales,Marketing,Male,1,Laboratory Technician,Married,23890
25,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,32120
40,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Divorced,192320
26,0,Travel_Frequently,Sales,Marketing,Male,2,Healthcare Representative,Single,22670
41,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Single,195170
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Healthcare Representative,Single,24360
19,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,160640
20,1,Travel_Rarely,Research & Development,Life Sciences,Female,3,Laboratory Technician,Single,27070
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Director,Married,190680
40,0,Travel_Frequently,Sales,Marketing,Male,1,Research Scientist,Divorced,39310
32,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Laboratory Technician,Married,37300
36,1,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Married,22320
33,0,Travel_Rarely,Research & Development,Medical,Female,4,Manufacturing Director,Single,44650
37,1,Travel_Rarely,Sales,Marketing,Female,3,Human Resources,Married,30720
45,0,Non-Travel,Research & Development,Life Sciences,Male,2,Sales Executive,Married,33190
29,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Sales Representative,Married,192020
35,0,Travel_Rarely,Human Resources,Human Resources,Male,3,Laboratory Technician,Married,136750
52,0,Travel_Rarely,Research & Development,Other,Male,1,Laboratory Technician,Married,29110
58,1,Travel_Rarely,Sales,Medical,Female,4,Sales Executive,Single,59570
53,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Manager,Divorced,39200
30,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Executive,Divorced,64340
38,0,Non-Travel,Sales,Life Sciences,Male,2,Research Director,Single,100480
35,0,Travel_Rarely,Sales,Life Sciences,Female,2,Healthcare Representative,Divorced,109380
39,0,Travel_Rarely,Sales,Marketing,Male,2,Research Scientist,Single,23400
40,1,Non-Travel,Research & Development,Life Sciences,Male,1,Human Resources,Single,65450
47,0,Travel_Frequently,Research & Development,Life Sciences,Male,3,Sales Executive,Divorced,69310
36,0,Non-Travel,Sales,Life Sciences,Male,2,Research Scientist,Divorced,48980
31,1,Non-Travel,Research & Development,Medical,Male,2,Research Scientist,Single,25930
33,0,Non-Travel,Sales,Other,Male,4,Research Director,Single,194360
29,1,Travel_Rarely,Human Resources,Life Sciences,Male,1,Sales Executive,Single,27230
33,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Laboratory Technician,Single,34790
45,0,Travel_Rarely,Research & Development,Medical,Female,3,Healthcare Representative,Divorced,27940
50,0,Travel_Rarely,Sales,Life Sciences,Female,1,Manufacturing Director,Divorced,52490
33,0,Travel_Frequently,Sales,Marketing,Male,2,Human Resources,Married,21760
41,0,Travel_Frequently,Sales,Other,Male,1,Laboratory Technician,Divorced,168720
27,0,Travel_Rarely,Research & Development,Other,Male,2,Manufacturing Director,Married,34850
45,0,Non-Travel,Sales,Medical,Female,1,Sales Executive,Married,66440
47,0,Travel_Rarely,Sales,Medical,Female,2,Research Scientist,Single,55820
30,1,Travel_Rarely,Sales,Life Sciences,Male,2,Healthcare Representative,Married,40000
50,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Sales Executive,Married,134960
38,0,Travel_Frequently,Research & Development,Technical Degree,Male,1,Manufacturing Director,Married,32100
46,0,Travel_Rarely,Research & Development,Medical,Female,3,Human Resources,Divorced,190450
24,0,Travel_Rarely,Sales,Life Sciences,Female,1,Healthcare Representative,Divorced,118490
35,1,Travel_Rarely,Sales,Medical,Male,3,Healthcare Representative,Divorced,20700
31,0,Travel_Frequently,Research & Development,Technical Degree,Male,2,Sales Executive,Married,65020
18,0,Non-Travel,Sales,Other,Male,2,Manager,Single,32300
54,0,Travel_Rarely,Sales,Medical,Female,1,Laboratory Technician,Married,136030
35,0,Travel_Rarely,Research & Development,Medical,Female,1,Manufacturing Director,Divorced,119960
30,0,Travel_Rarely,Research & Development,Life Sciences,Female,5,Healthcare Representative,Married,56050
20,1,Travel_Rarely,Research & Development,Life Sciences,Female,2,Research Scientist,Single,63970
30,1,Travel_Frequently,Research & Development,Medical,Male,1,Sales Executive,Single,191440
26,0,Travel_Rarely,Sales,Marketing,Female,2,Research Scientist,Married,175840
22,0,Travel_Rarely,Research & Development,Other,Male,2,Sales Representative,Married,49070
48,0,Travel_Rarely,Human Resources,Medical,Male,2,Sales Executive,Single,45540
48,0,Travel_Rarely,Sales,Medical,Male,1,Research Director,Single,54150
41,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,47410
39,0,Travel_Rarely,Sales,Life Sciences,Male,3,Human Resources,Married,21150
27,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Human Resources,Married,31610
35,0,Travel_Rarely,Sales,Medical,Male,5,Sales Executive,Divorced,57450
42,0,Travel_Rarely,Research & Development,Other,Male,1,Research Scientist,Married,23730
50,0,Travel_Rarely,Sales,Medical,Male,2,Sales Executive,Married,33100
59,0,Travel_Rarely,Research & Development,Medical,Female,5,Laboratory Technician,Single,186650
37,1,Travel_Rarely,Sales,Marketing,Male,2,Laboratory Technician,Married,44850
55,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Sales Executive,Married,27890
41,0,Non-Travel,Research & Development,Life Sciences,Male,2,Research Scientist,Divorced,58280
38,0,Travel_Rarely,Research & Development,Other,Female,1,Laboratory Technician,Single,23260
26,1,Non-Travel,Research & Development,Life Sciences,Female,1,Manufacturing Director,Single,135250
52,1,Travel_Rarely,Research & Development,Medical,Female,4,Human Resources,Married,14200
44,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Healthcare Representative,Married,80200
50,0,Non-Travel,Human Resources,Life Sciences,Male,1,Laboratory Technician,Married,36880
36,1,Travel_Rarely,Sales,Technical Degree,Male,4,Sales Executive,Single,54820
39,0,Travel_Frequently,Sales,Marketing,Male,1,Sales Executive,Single,160150
33,0,Non-Travel,Sales,Technical Degree,Male,5,Sales Representative,Single,12000
